Q61387	nortriptyline	Q47521959	Pamelor
Q407646	D-(-)-mannitol	Q29004927	Bronchitol
Q407646	D-(-)-mannitol	Q47521945	Osmitrol
Q4998036	bupropion/naltrexone	Q29006198	Mysimba
Q4998036	bupropion/naltrexone	Q48829062	Contrave
Q27108095	propranolol hydrochloride	Q29005927	Hemangiol
Q422134	methylene blue	Q29006172	Methylthioninium Chloride Proveblue
Q423037	ranitidine	Q47521666	Wal-Zan
Q423037	ranitidine	Q48826294	Zantac
Q657621	margarita	Q122195	tequila
Q424997	mesna	Q47521817	Mesnex
Q2974480	caffeine citrate	Q29006333	Peyona
Q27264992	ulipristal	Q29005780	Ellaone
Q27264992	ulipristal	Q47521539	Ella
Q75163056	rac-miconazole	Q47521943	Oravig
Q62122683	daunorubicin/cytarabine	Q47522311	Vyxeos
Q408376	prasterone	Q47521719	Intrarosa
Q408376	prasterone	Q55630367	Prasterone
Q27272184	rimegepant	Q92546751	Nurtec
Q47495774	meropenem trihydrate	Q47521816	Merrem
Q21098973	etelcalcetide	Q29006315	Parsabiv
Q347941	parecoxib	Q29006406	Rayzon
Q347941	parecoxib	Q29006682	Xapit
Q27888393	abiraterone acetate	Q29006769	Zytiga
